"","Year","hdi","me_normalized","Name"
"518",1997,0.869,23.35761686,12
"519",1997,0.626,19.72649903,13
"520",1997,0.399,19.31419156,14
"521",1997,0.598,17.94054797,15
"522",1997,0.577,18.45430507,16
"523",1997,0.665,18.59220353,17
"524",1997,0.794,22.79582628,18
"525",1997,0.29,21.47501329,19
"526",1997,0.401,21.81810812,21
"527",1997,0.318,18.24424234,22
"528",1997,0.655,20.09617076,24
"529",1997,0.474,21.75442588,25
"530",1997,0.349,17.09464784,26
"531",1997,0.727,20.02811665,27
"532",1997,0.673,21.54201003,28
"533",1997,0.794,18.53589821,29
"534",1997,0.643,19.23346304,31
"535",1997,0.592,21.38955689,32
"536",1997,0.597,24.44432812,33
"537",1997,0.687,22.24354822,36
"538",1997,0.785,20.36082065,39
"539",1997,0.526,23.16255458,41
"540",1997,0.318,21.8961685,42
"541",1997,0.432,20.45578568,44
"542",1997,0.551,22.99474754,45
"543",1997,0.751,23.72677292,46
"544",1997,0.846,17.82019677,47
"545",1997,0.474,24.42789168,48
"546",1997,0.587,19.91198295,49
"547",1997,0.569,18.98505603,50
"548",1997,0.699,20.33490012,51
"549",1997,0.453,18.71391563,52
"550",1997,0.698,17.77717549,53
"551",1997,0.472,21.45999319,54
"552",1997,0.731,17.5435973,56
"553",1997,0.45,17.55352828,58
"554",1997,0.661,22.28781707,59
"555",1997,0.637,22.64592736,61
"556",1997,0.567,20.8895333,62
"557",1997,0.275,20.52333151,64
"558",1997,0.435,21.11669522,65
"559",1997,0.248,18.19197924,66
"560",1997,0.893,21.17843949,69
"561",1997,0.434,21.59401002,71
"562",1997,0.716,20.79538721,73
"563",1997,0.637,18.16284968,74
"564",1997,0.764,23.62064999,75
"565",1997,0.78,18.07537524,76
"566",1997,0.703,16.24897947,77
"567",1997,0.291,22.21781,78
"568",1997,0.731,21.604608,79
"569",1997,0.38,23.42116365,80
"570",1997,0.28,20.36486479,81
"571",1997,0.794,18.39773816,82
"572",1997,0.646,21.97551978,83
"573",1997,0.805,20.76912596,84
"574",1997,0.817,18.59129915,85
"575",1997,0.666,21.90646516,86
"576",1997,0.586,19.69650874,87
"577",1997,0.54,22.77636165,88
"578",1997,0.675,24.29771259,89
"579",1997,0.695,26.3436667,90
"580",1997,0.621,20.1702393,91
"581",1997,0.766,19.79963081,93
"582",1997,0.856,17.58510546,94
"583",1997,0.886,19.55658882,95
"584",1998,0.416,21.94665865,2
"585",1998,0.344,22.68442244,3
"586",1998,0.655,21.49327961,4
"587",1998,0.896,22.0219,7
"588",1998,0.787,19.24782109,10
"589",1998,0.753,19.01428958,11
"590",1998,0.674,23.38752833,12
"591",1998,0.873,19.49901228,13
"592",1998,0.628,19.58504648,14
"593",1998,0.58,18.73728485,17
"594",1998,0.67,22.77077905,18
"595",1998,0.294,23.58706486,20
